is selected,Best A,Best B,Select A,Select B,Best R,Best U,Select R,Select U,price,otherSupplierRank,bestDelta,nextDelta,dropRatio,MappedDropRatio
0,0,0,0,0,1,0,1,0,0.66311,3,0.11411,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5431,1,0,-0.03245,32.79,1
0,0,0,0,0,1,0,1,0,0.57555,2,0.03245,-0.09053,32.79,1
0,0,0,0,0,1,0,1,0,0.66608,3,0.12298,0,32.79,1
1,0,0,0,0,1,0,1,0,0.549,1,0,-0.03308,32.79,1
0,0,0,0,0,1,0,1,0,0.58208,2,0.03308,-0.08103,32.79,1
0,0,0,0,0,1,0,1,0,0.66311,3,0.11411,0,32.79,1
1,0,0,0,0,1,0,1,0,0.549,1,0,-0.03308,32.79,1
0,0,0,0,0,1,0,1,0,0.58208,2,0.03308,-0.08103,32.79,1
0,0,0,0,0,1,0,1,0,0.66311,3,0.11411,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5674,1,0,-0.00631,32.79,1
0,0,0,0,0,1,0,1,0,0.57371,2,0.00631,-0.09488,32.79,1
0,0,0,0,0,1,0,1,0,0.66859,3,0.10119,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5602,1,0,-0.01367,32.79,1
0,0,0,0,0,1,0,1,0,0.57387,2,0.01367,-0.09727,32.79,1
0,0,0,0,0,1,0,1,0,0.67114,3,0.11094,0,32.79,1
1,0,0,0,0,1,0,1,0,0.5602,1,0,-0.01367,32.79,1
0,0,0,0,0,1,0,1,0,0.57387,2,0.01367,-0.09727,32.79,1
0,0,0,0,0,1,0,1,0,0.67114,3,0.11094,0,32.79,1
0,0,0,0,1,1,0,1,0,0.05985,1,0,-0.00125,0,0
0,0,0,0,1,1,0,1,0,0.0611,2,0.00125,-0.00019,0,0
1,0,0,0,1,1,0,1,0,0.06129,3,0.00144,-0.00154,0,0
0,0,0,0,1,1,0,1,0,0.06283,4,0.00298,-0.000267,0,0
0,0,0,0,1,1,0,1,0,0.063097,5,0.003247,-0.006463,0,0
0,0,0,0,1,1,0,1,0,0.06956,6,0.00971,-0.00014,0,0
0,0,0,0,1,1,0,1,0,0.0697,7,0.00985,0,0,0
1,1,0,1,0,0,1,0,1,0.0633,1,0,-0.00378,0,0
0,1,0,1,0,0,1,0,1,0.06708,2,0.00378,-0.00121,0,0
0,1,0,1,0,0,1,0,1,0.06829,3,0.00499,-0.00061,0,0
0,1,0,1,0,0,1,0,1,0.0689,4,0.0056,0,0,0
0,1,0,1,0,0,1,0,1,0.0689,4,0.0056,0,0,0
1,1,0,1,0,0,0,0,0,0.11728,1,0,-0.00514,0,0
0,1,0,1,0,0,0,0,0,0.12242,2,0.00514,-0.01168,0,0
0,1,0,1,0,0,0,0,0,0.1341,3,0.01682,-0.00379,0,0
0,1,0,1,0,0,0,0,0,0.13789,4,0.02061,0,0,0
1,0,1,0,1,1,0,1,0,0.066,1,0,-0.00086,0,0
1,0,1,0,1,1,0,1,0,0.066,1,0,-0.00086,0,0
0,0,1,0,1,1,0,1,0,0.06686,3,0.00086,-0.00134,0,0
0,0,1,0,1,1,0,1,0,0.0682,4,0.0022,-0.00586,0,0
0,0,1,0,1,1,0,1,0,0.07406,5,0.00806,0,0,0
0,1,0,0,1,0,1,1,0,0.065,1,0,-0.0003,0,0
1,1,0,0,1,0,1,1,0,0.0653,2,0.0003,-0.0031,0,0
1,1,0,0,1,0,1,1,0,0.0653,2,0.0003,-0.0031,0,0
0,1,0,0,1,0,1,1,0,0.0684,4,0.0034,-0.00032,0,0
0,1,0,0,1,0,1,1,0,0.06872,5,0.00372,-0.00593,0,0
0,1,0,0,1,0,1,1,0,0.07465,6,0.00965,0,0,0
0,1,0,1,0,0,0,0,1,0.082606,1,0,-0.001994,0,0
1,1,0,1,0,0,0,0,1,0.0846,2,0.001994,-0.0014,0,0
0,1,0,1,0,0,0,0,1,0.086,3,0.003394,-0.0028,0,0
0,1,0,1,0,0,0,0,1,0.0888,4,0.006194,-0.000685,0,0
0,1,0,1,0,0,0,0,1,0.089485,5,0.006879,-0.000455,0,0
0,1,0,1,0,0,0,0,1,0.08994,6,0.007334,-0.00209,0,0
0,1,0,1,0,0,0,0,1,0.09203,7,0.009424,0,0,0
1,1,0,1,0,0,1,0,1,0.0676,1,0,-0.00529,0,0
0,1,0,1,0,0,1,0,1,0.07289,2,0.00529,-0.00211,0,0
0,1,0,1,0,0,1,0,1,0.075,3,0.0074,0,0,0
1,1,0,1,0,0,0,0,0,0.11106,1,0,-0.00324,0,0
0,1,0,1,0,0,0,0,0,0.1143,2,0.00324,-0.00082,0,0
0,1,0,1,0,0,0,0,0,0.11512,3,0.00406,-0.00368,0,0
0,1,0,1,0,0,0,0,0,0.1188,4,0.00774,-0.0044,0,0
0,1,0,1,0,0,0,0,0,0.1232,5,0.01214,-0.000656,0,0
0,1,0,1,0,0,0,0,0,0.123856,6,0.012796,0,0,0
1,1,0,1,0,0,1,0,1,0.0676,1,0,-0.00529,0,0
0,1,0,1,0,0,1,0,1,0.07289,2,0.00529,-0.00211,0,0
0,1,0,1,0,0,1,0,1,0.075,3,0.0074,0,0,0
1,1,0,1,0,0,1,0,1,0.0889,1,0,-0.0031,0,0
0,1,0,1,0,0,1,0,1,0.092,2,0.0031,-0.0011,0,0
0,1,0,1,0,0,1,0,1,0.0931,3,0.0042,-0.0034,0,0
0,1,0,1,0,0,1,0,1,0.0965,4,0.0076,-0.00007,0,0
0,1,0,1,0,0,1,0,1,0.0965,4,0.0076,-0.00007,0,0
0,1,0,1,0,0,1,0,1,0.09657,6,0.00767,-0.003245,0,0
0,1,0,1,0,0,1,0,1,0.099815,7,0.010915,0,0,0
1,0,1,0,1,0,1,0,1,0.06729,1,0,-0.00125,0,0
0,0,1,0,1,0,1,0,1,0.06854,2,0.00125,-0.00001,0,0
0,0,1,0,1,0,1,0,1,0.06855,3,0.00126,-0.00124,0,0
0,0,1,0,1,0,1,0,1,0.06979,4,0.0025,-0.0005,0,0
0,0,1,0,1,0,1,0,1,0.07029,5,0.003,-0.00141,0,0
0,0,1,0,1,0,1,0,1,0.0717,6,0.00441,-0.002857,0,0
0,0,1,0,1,0,1,0,1,0.074557,7,0.007267,-0.002393,0,0
0,0,1,0,1,0,1,0,1,0.07695,8,0.00966,0,0,0
1,0,1,0,1,0,1,0,1,0.419,1,0,-0.0049,0.72,1
0,0,1,0,1,0,1,0,1,0.4239,2,0.0049,-0.0061,0.72,1
0,0,1,0,1,0,1,0,1,0.43,3,0.011,-0.015,0.72,1
0,0,1,0,1,0,1,0,1,0.445,4,0.026,-0.019,0.72,1
0,0,1,0,1,0,1,0,1,0.464,5,0.045,-0.0652,0.72,1
0,0,1,0,1,0,1,0,1,0.5292,6,0.1102,0,0.72,1
0,0,0,1,0,1,0,0,1,0.05439,1,0,-0.00041,0.72,1
1,0,0,1,0,1,0,0,1,0.0548,2,0.00041,-0.0005,0.72,1
0,0,0,1,0,1,0,0,1,0.0553,3,0.00091,-0.00186,0.72,1
0,0,0,1,0,1,0,0,1,0.05716,4,0.00277,0,0.72,1
0,0,0,1,0,1,0,0,1,0.05414,1,0,-0.00036,0.72,1
0,0,0,1,0,1,0,0,1,0.0545,2,0.00036,-0.0005,0.72,1
1,0,0,1,0,1,0,0,1,0.055,3,0.00086,-0.00191,0.72,1
0,0,0,1,0,1,0,0,1,0.05691,4,0.00277,0,0.72,1
0,0,0,0,0,0,1,1,0,0.0703,1,0,-0.00324,0.72,1
0,0,0,0,0,0,1,1,0,0.07354,2,0.00324,-0.00361,0.72,1
1,0,0,0,0,0,1,1,0,0.07715,3,0.00685,0,0.72,1
1,0,0,0,0,1,0,1,0,0.07026,1,0,-0.00092,0.72,1
0,0,0,0,0,1,0,1,0,0.07118,2,0.00092,-0.00435,0.72,1
0,0,0,0,0,1,0,1,0,0.07553,3,0.00527,0,0.72,1
1,0,0,0,0,0,1,0,1,0.0978,1,0,-0.0022,2.52,1
0,0,0,0,0,0,1,0,1,0.1,2,0.0022,-0.00524,2.52,1
0,0,0,0,0,0,1,0,1,0.10524,3,0.00744,-0.00666,2.52,1
0,0,0,0,0,0,1,0,1,0.1119,4,0.0141,-0.00478,2.52,1
0,0,0,0,0,0,1,0,1,0.11668,5,0.01888,-0.001871,2.52,1
0,0,0,0,0,0,1,0,1,0.118551,6,0.020751,-0.058119,2.52,1
0,0,0,0,0,0,1,0,1,0.17667,7,0.07887,0,2.52,1
1,0,1,0,1,1,0,1,0,0.1052,1,0,-0.0096,2.52,1
0,0,1,0,1,1,0,1,0,0.1148,2,0.0096,-0.00477,2.52,1
0,0,1,0,1,1,0,1,0,0.11957,3,0.01437,-0.001856,2.52,1
0,0,1,0,1,1,0,1,0,0.121426,4,0.016226,-0.004974,2.52,1
0,0,1,0,1,1,0,1,0,0.1264,5,0.0212,-0.00023,2.52,1
0,0,1,0,1,1,0,1,0,0.12663,6,0.02143,-0.0005,2.52,1
0,0,1,0,1,1,0,1,0,0.12713,7,0.02193,-0.00075,2.52,1
0,0,1,0,1,1,0,1,0,0.12788,8,0.02268,-0.00125,2.52,1
0,0,1,0,1,1,0,1,0,0.12913,9,0.02393,-0.006044,2.52,1
0,0,1,0,1,1,0,1,0,0.135174,10,0.029974,-0.057236,2.52,1
0,0,1,0,1,1,0,1,0,0.19241,11,0.08721,0,2.52,1
1,0,0,0,0,0,1,0,1,0.1035,1,0,-0.0256,2.52,1
0,0,0,0,0,0,1,0,1,0.1291,2,0.0256,-0.003206,2.52,1
0,0,0,0,0,0,1,0,1,0.132306,3,0.028806,0,2.52,1
1,0,0,0,0,0,1,0,1,0.104,1,0,-0.01838,2.52,1
0,0,0,0,0,0,1,0,1,0.12238,2,0.01838,-0.00125,2.52,1
0,0,0,0,0,0,1,0,1,0.12363,3,0.01963,-0.00125,2.52,1
0,0,0,0,0,0,1,0,1,0.12488,4,0.02088,-0.00012,2.52,1
0,0,0,0,0,0,1,0,1,0.125,5,0.021,-0.004512,2.52,1
0,0,0,0,0,0,1,0,1,0.129512,6,0.025512,0,2.52,1
1,0,0,0,0,0,1,0,1,0.1061,1,0,-0.01134,2.52,1
0,0,0,0,0,0,1,0,1,0.11744,2,0.01134,-0.002392,2.52,1
0,0,0,0,0,0,1,0,1,0.119832,3,0.013732,-0.005388,2.52,1
0,0,0,0,0,0,1,0,1,0.12522,4,0.01912,-0.00125,2.52,1
0,0,0,0,0,0,1,0,1,0.12647,5,0.02037,-0.00033,2.52,1
0,0,0,0,0,0,1,0,1,0.1268,6,0.0207,-0.00092,2.52,1
0,0,0,0,0,0,1,0,1,0.12772,7,0.02162,-0.003658,2.52,1
0,0,0,0,0,0,1,0,1,0.131378,8,0.025278,-0.059162,2.52,1
0,0,0,0,0,0,1,0,1,0.19054,9,0.08444,0,2.52,1
0,1,0,1,0,0,1,0,1,0.0512,1,0,-0.0018,0,0
1,1,0,1,0,0,1,0,1,0.053,2,0.0018,-0.0022,0,0
0,1,0,1,0,0,1,0,1,0.0552,3,0.004,-0.0017,0,0
0,1,0,1,0,0,1,0,1,0.0569,4,0.0057,-0.0018,0,0
0,1,0,1,0,0,1,0,1,0.0587,5,0.0075,-0.01322,0,0
0,1,0,1,0,0,1,0,1,0.07192,6,0.02072,0,0,0
0,1,0,1,0,0,0,0,0,0.03372,1,0,-0.00017,0,0
1,1,0,1,0,0,0,0,0,0.03389,2,0.00017,-0.00011,0,0
0,1,0,1,0,0,0,0,0,0.034,3,0.00028,0,0,0
1,1,0,1,0,0,0,0,0,0.108062,1,0,-0.002638,4.93,1
0,1,0,1,0,0,0,0,0,0.1107,2,0.002638,-0.0019,4.93,1
0,1,0,1,0,0,0,0,0,0.1126,3,0.004538,-0.00038,4.93,1
0,1,0,1,0,0,0,0,0,0.11298,4,0.004918,-0.00572,4.93,1
0,1,0,1,0,0,0,0,0,0.1187,5,0.010638,0,4.93,1
1,1,0,1,0,0,0,0,0,0.152286,1,0,-0.007214,4.93,1
0,1,0,1,0,0,0,0,0,0.1595,2,0.007214,-0.0109,4.93,1
0,1,0,1,0,0,0,0,0,0.1704,3,0.018114,0,4.93,1
1,1,0,1,0,0,0,0,0,0.154796,1,0,-0.003304,4.93,1
0,1,0,1,0,0,0,0,0,0.1581,2,0.003304,-0.00807,4.93,1
0,1,0,1,0,0,0,0,0,0.16617,3,0.011374,-0.00064,4.93,1
0,1,0,1,0,0,0,0,0,0.16681,4,0.012014,-0.00569,4.93,1
0,1,0,1,0,0,0,0,0,0.1725,5,0.017704,0,4.93,1
1,1,0,1,0,0,0,0,0,0.107034,1,0,-0.002046,4.93,1
0,1,0,1,0,0,0,0,0,0.10908,2,0.002046,-0.00102,4.93,1
0,1,0,1,0,0,0,0,0,0.1101,3,0.003066,-0.0015,4.93,1
0,1,0,1,0,0,0,0,0,0.1116,4,0.004566,-0.0044,4.93,1
0,1,0,1,0,0,0,0,0,0.116,5,0.008966,0,4.93,1
1,1,0,1,0,0,0,0,0,0.146519,1,0,-0.002081,4.93,1
0,1,0,1,0,0,0,0,0,0.1486,2,0.002081,-0.00914,4.93,1
0,1,0,1,0,0,0,0,0,0.15774,3,0.011221,-0.00154,4.93,1
0,1,0,1,0,0,0,0,0,0.15928,4,0.012761,-0.00342,4.93,1
0,1,0,1,0,0,0,0,0,0.1627,5,0.016181,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0921,1,0,-0.0006,4.93,1
0,1,0,1,0,0,1,0,1,0.0927,2,0.0006,-0.00485,4.93,1
0,1,0,1,0,0,1,0,1,0.09755,3,0.00545,-0.000538,4.93,1
0,1,0,1,0,0,1,0,1,0.098088,4,0.005988,-0.003562,4.93,1
0,1,0,1,0,0,1,0,1,0.10165,5,0.00955,-0.00035,4.93,1
0,1,0,1,0,0,1,0,1,0.102,6,0.0099,0,4.93,1
1,1,0,1,0,0,0,0,0,0.15949,1,0,-0.01281,4.93,1
0,1,0,1,0,0,0,0,0,0.1723,2,0.01281,-0.006273,4.93,1
0,1,0,1,0,0,0,0,0,0.178573,3,0.019083,-0.002327,4.93,1
0,1,0,1,0,0,0,0,0,0.1809,4,0.02141,0,4.93,1
1,1,0,1,0,0,0,0,0,0.148586,1,0,-0.006314,4.93,1
0,1,0,1,0,0,0,0,0,0.1549,2,0.006314,-0.002,4.93,1
0,1,0,1,0,0,0,0,0,0.1569,3,0.008314,-0.00351,4.93,1
0,1,0,1,0,0,0,0,0,0.16041,4,0.011824,0,4.93,1
0,0,0,1,0,1,0,0,0,0.1427,1,0,-0.00273,4.93,1
0,0,0,1,0,1,0,0,0,0.14543,2,0.00273,-0.002615,4.93,1
1,0,0,1,0,1,0,0,0,0.148045,3,0.005345,-0.016365,4.93,1
0,0,0,1,0,1,0,0,0,0.16441,4,0.02171,0,4.93,1
0,1,0,1,0,0,1,0,1,0.1566,1,0,-0.0035,4.93,1
1,1,0,1,0,0,1,0,1,0.1601,2,0.0035,-0.00301,4.93,1
0,1,0,1,0,0,1,0,1,0.16311,3,0.00651,0,4.93,1
0,1,0,1,0,0,0,0,0,0.17195,3,0.017232,-0.01271,4.93,1
0,1,0,1,0,0,0,0,0,0.18466,4,0.029942,0,4.93,1
1,1,0,1,0,0,0,0,0,0.154718,1,0,-0.008882,4.93,1
0,1,0,1,0,0,0,0,0,0.1636,2,0.008882,-0.00835,4.93,1
1,1,0,1,0,0,1,0,1,0.095,1,0,-0.0049,4.93,1
0,1,0,1,0,0,1,0,1,0.0999,2,0.0049,-0.000927,4.93,1
0,1,0,1,0,0,1,0,1,0.100827,3,0.005827,-0.000283,4.93,1
0,1,0,1,0,0,1,0,1,0.10111,4,0.00611,-0.00104,4.93,1
0,1,0,1,0,0,1,0,1,0.10215,5,0.00715,-0.00025,4.93,1
0,1,0,1,0,0,1,0,1,0.1024,6,0.0074,-0.00062,4.93,1
0,1,0,1,0,0,1,0,1,0.1024,6,0.0074,-0.00062,4.93,1
0,1,0,1,0,0,1,0,1,0.10302,8,0.00802,0,4.93,1
1,1,0,1,0,0,0,0,0,0.1658,1,0,-0.0047,4.93,1
0,1,0,1,0,0,0,0,0,0.1705,2,0.0047,-0.0053,4.93,1
0,1,0,1,0,0,0,0,0,0.1758,3,0.01,-0.00506,4.93,1
0,1,0,1,0,0,0,0,0,0.18086,4,0.01506,-0.01129,4.93,1
0,1,0,1,0,0,0,0,0,0.19215,5,0.02635,0,4.93,1
0,0,0,1,0,1,0,0,0,0.1451,1,0,-0.002364,4.93,1
1,0,0,1,0,1,0,0,0,0.147464,2,0.002364,-0.002086,4.93,1
0,0,0,1,0,1,0,0,0,0.14955,3,0.00445,-0.01106,4.93,1
0,0,0,1,0,1,0,0,0,0.16061,4,0.01551,0,4.93,1
0,0,0,1,0,1,0,0,0,0.1757,1,0,-0.003504,4.93,1
1,0,0,1,0,1,0,0,0,0.179204,2,0.003504,-0.000396,4.93,1
0,0,0,1,0,1,0,0,0,0.1796,3,0.0039,-0.0036,4.93,1
0,0,0,1,0,1,0,0,0,0.1832,4,0.0075,-0.0041,4.93,1
0,0,0,1,0,1,0,0,0,0.1873,5,0.0116,-0.00249,4.93,1
0,0,0,1,0,1,0,0,0,0.18979,6,0.01409,0,4.93,1
1,1,0,1,0,0,0,0,0,0.148653,1,0,-0.004127,4.93,1
0,1,0,1,0,0,0,0,0,0.15278,2,0.004127,-0.01187,4.93,1
0,1,0,1,0,0,0,0,0,0.16465,3,0.015997,0,4.93,1
1,1,0,1,0,0,0,0,0,0.148653,1,0,-0.004127,4.93,1
0,1,0,1,0,0,0,0,0,0.15278,2,0.004127,-0.01187,4.93,1
0,1,0,1,0,0,0,0,0,0.16465,3,0.015997,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0937,1,0,-0.002776,4.93,1
0,1,0,1,0,0,1,0,1,0.096476,2,0.002776,-0.014144,4.93,1
0,1,0,1,0,0,1,0,1,0.11062,3,0.01692,-0.00048,4.93,1
0,1,0,1,0,0,1,0,1,0.1111,4,0.0174,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0989,1,0,-0.006,4.93,1
0,1,0,1,0,0,1,0,1,0.1049,2,0.006,-0.0003,4.93,1
0,1,0,1,0,0,1,0,1,0.1052,3,0.0063,-0.0001,4.93,1
0,1,0,1,0,0,1,0,1,0.1053,4,0.0064,-0.00025,4.93,1
0,1,0,1,0,0,1,0,1,0.1053,4,0.0064,-0.00025,4.93,1
0,1,0,1,0,0,1,0,1,0.10555,6,0.00665,-0.00247,4.93,1
0,1,0,1,0,0,1,0,1,0.10802,7,0.00912,-0.00138,4.93,1
0,1,0,1,0,0,1,0,1,0.1094,8,0.0105,-0.00014,4.93,1
0,1,0,1,0,0,1,0,1,0.10954,9,0.01064,-0.00186,4.93,1
0,1,0,1,0,0,1,0,1,0.1114,10,0.0125,-0.0085,4.93,1
0,1,0,1,0,0,1,0,1,0.1199,11,0.021,0,4.93,1
1,1,0,1,0,0,0,0,0,0.10778,1,0,-0.00642,4.93,1
0,1,0,1,0,0,0,0,0,0.1142,2,0.00642,-0.00341,4.93,1
0,1,0,1,0,0,0,0,0,0.11761,3,0.00983,-0.00109,4.93,1
0,1,0,1,0,0,0,0,0,0.1187,4,0.01092,-0.0044,4.93,1
0,1,0,1,0,0,0,0,0,0.1231,5,0.01532,-0.0071,4.93,1
0,1,0,1,0,0,0,0,0,0.1302,6,0.02242,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0965,1,0,-0.00182,4.93,1
0,1,0,1,0,0,1,0,1,0.09832,2,0.00182,-0.00104,4.93,1
0,1,0,1,0,0,1,0,1,0.09936,3,0.00286,-0.00024,4.93,1
0,1,0,1,0,0,1,0,1,0.0996,4,0.0031,-0.00416,4.93,1
0,1,0,1,0,0,1,0,1,0.10376,5,0.00726,-0.00014,4.93,1
0,1,0,1,0,0,1,0,1,0.1039,6,0.0074,-0.001445,4.93,1
0,1,0,1,0,0,1,0,1,0.1039,6,0.0074,-0.001445,4.93,1
0,1,0,1,0,0,1,0,1,0.105345,8,0.008845,-0.010855,4.93,1
0,1,0,1,0,0,1,0,1,0.1162,9,0.0197,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0979,1,0,-0.0065,4.93,1
0,1,0,1,0,0,1,0,1,0.1044,2,0.0065,-0.00271,4.93,1
0,1,0,1,0,0,1,0,1,0.10711,3,0.00921,-0.00016,4.93,1
0,1,0,1,0,0,1,0,1,0.10727,4,0.00937,-0.00043,4.93,1
0,1,0,1,0,0,1,0,1,0.1077,5,0.0098,-0.0015,4.93,1
0,1,0,1,0,0,1,0,1,0.1077,5,0.0098,-0.0015,4.93,1
0,1,0,1,0,0,1,0,1,0.1092,7,0.0113,-0.0021,4.93,1
0,1,0,1,0,0,1,0,1,0.1092,7,0.0113,-0.0021,4.93,1
0,1,0,1,0,0,1,0,1,0.1113,9,0.0134,-0.0083,4.93,1
0,1,0,1,0,0,1,0,1,0.1196,10,0.0217,0,4.93,1
1,1,0,1,0,0,0,0,0,0.108782,1,0,-0.008648,4.93,1
0,1,0,1,0,0,0,0,0,0.11743,2,0.008648,-0.00697,4.93,1
0,1,0,1,0,0,0,0,0,0.1244,3,0.015618,-0.0057,4.93,1
0,1,0,1,0,0,0,0,0,0.1301,4,0.021318,0,4.93,1
1,1,0,1,0,0,0,0,0,0.112561,1,0,-0.003239,4.93,1
0,1,0,1,0,0,0,0,0,0.1158,2,0.003239,-0.0011,4.93,1
0,1,0,1,0,0,0,0,0,0.1169,3,0.004339,-0.0044,4.93,1
0,1,0,1,0,0,0,0,0,0.1213,4,0.008739,-0.0026,4.93,1
0,1,0,1,0,0,0,0,0,0.1239,5,0.011339,-0.0105,4.93,1
0,1,0,1,0,0,0,0,0,0.1344,6,0.021839,0,4.93,1
1,1,0,1,0,0,0,0,0,0.159905,1,0,-0.003795,4.93,1
0,1,0,1,0,0,0,0,0,0.1637,2,0.003795,-0.0049,4.93,1
0,1,0,1,0,0,0,0,0,0.1686,3,0.008695,-0.0052,4.93,1
0,1,0,1,0,0,0,0,0,0.1738,4,0.013895,-0.00423,4.93,1
0,1,0,1,0,0,0,0,0,0.17803,5,0.018125,-0.00361,4.93,1
0,1,0,1,0,0,0,0,0,0.18164,6,0.021735,-0.00106,4.93,1
0,1,0,1,0,0,0,0,0,0.1827,7,0.022795,-0.0008,4.93,1
0,1,0,1,0,0,0,0,0,0.1835,8,0.023595,0,4.93,1
1,1,0,1,0,0,0,0,0,0.095958,1,0,-0.005822,4.93,1
0,1,0,1,0,0,0,0,0,0.10178,2,0.005822,-0.01102,4.93,1
0,1,0,1,0,0,0,0,0,0.1128,3,0.016842,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0912,1,0,-0.004076,4.93,1
0,1,0,1,0,0,1,0,1,0.095276,2,0.004076,-0.000344,4.93,1
0,1,0,1,0,0,1,0,1,0.09562,3,0.00442,-0.00188,4.93,1
0,1,0,1,0,0,1,0,1,0.0975,4,0.0063,-0.00086,4.93,1
0,1,0,1,0,0,1,0,1,0.09836,5,0.00716,0,4.93,1
1,1,0,1,0,0,1,0,1,0.0939,1,0,-0.002926,4.93,1
0,1,0,1,0,0,1,0,1,0.096826,2,0.002926,-0.004974,4.93,1
0,1,0,1,0,0,1,0,1,0.1018,3,0.0079,-0.00227,4.93,1
0,1,0,1,0,0,1,0,1,0.10407,4,0.01017,-0.00659,4.93,1
0,1,0,1,0,0,1,0,1,0.11066,5,0.01676,-0.00054,4.93,1
0,1,0,1,0,0,1,0,1,0.1112,6,0.0173,0,4.93,1
1,1,0,1,0,0,0,0,0,0.110463,1,0,-0.014637,4.93,1
0,1,0,1,0,0,0,0,0,0.1251,2,0.014637,-0.0018,4.93,1
0,1,0,1,0,0,0,0,0,0.1269,3,0.016437,-0.00411,4.93,1
0,1,0,1,0,0,0,0,0,0.13101,4,0.020547,-0.00049,4.93,1
0,1,0,1,0,0,0,0,0,0.1315,5,0.021037,0,4.93,1
0,1,0,1,0,0,1,0,1,0.1613,1,0,-0.0021,4.93,1
1,1,0,1,0,0,1,0,1,0.1634,2,0.0021,-0.02229,4.93,1
0,1,0,1,0,0,1,0,1,0.18569,3,0.02439,0,4.93,1
1,1,0,1,0,0,0,0,0,0.118486,1,0,-0.001214,4.93,1
0,1,0,1,0,0,0,0,0,0.1197,2,0.001214,-0.0019,4.93,1
0,1,0,1,0,0,0,0,0,0.1216,3,0.003114,-0.00297,4.93,1
0,1,0,1,0,0,0,0,0,0.12457,4,0.006084,-0.00023,4.93,1
0,1,0,1,0,0,0,0,0,0.1248,5,0.006314,-0.0035,4.93,1
0,1,0,1,0,0,0,0,0,0.1248,5,0.006314,-0.0035,4.93,1
0,1,0,1,0,0,0,0,0,0.1283,7,0.009814,-0.0104,4.93,1
0,1,0,1,0,0,0,0,0,0.1387,8,0.020214,0,4.93,1
0,0,1,1,0,1,0,0,0,0.147,1,0,-0.0001,4.93,1
0,0,1,1,0,1,0,0,0,0.147,1,0,-0.0001,4.93,1
1,0,1,1,0,1,0,0,0,0.1471,3,0.0001,-0.00237,4.93,1
0,0,1,1,0,1,0,0,0,0.14947,4,0.00247,-0.00253,4.93,1
0,0,1,1,0,1,0,0,0,0.152,5,0.005,0,4.93,1
1,1,0,1,0,0,0,0,0,0.1611,1,0,-0.0041,4.93,1
0,1,0,1,0,0,0,0,0,0.1652,2,0.0041,-0.001816,4.93,1
0,1,0,1,0,0,0,0,0,0.167016,3,0.005916,-0.005484,4.93,1
0,1,0,1,0,0,0,0,0,0.1725,4,0.0114,-0.0033,4.93,1
0,1,0,1,0,0,0,0,0,0.1758,5,0.0147,-0.01134,4.93,1
